web-scraper-order,web-scraper-start-url,newpage,team,matchup,date,winloss,min,pts,fgm,fga,fgpercent,3pm,3pa,3ppercent,ftm,fta,ftpercent,oreb,dreb,reb,ast,stl,blk,tov,pfidk,plusminus
"1710880555-658","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ BKN","01/29/2024","L","240","114","39","86","45.3","9","27","33.3","27","34","79.4","12","32","44","23","3","7","17","14","-33"
"1710880555-659","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. UTA","01/29/2024","W","240","147","54","105","51.4","21","45","46.7","18","19","94.7","16","34","50","41","12","9","9","24","33"
"1710880555-660","https://www.nba.com/stats/teams/boxscores","","MIA","MIA vs. PHX","01/29/2024","L","240","105","33","84","39.3","14","36","38.9","25","25","100","8","36","44","20","5","5","13","18","-13"
"1710880555-661","https://www.nba.com/stats/teams/boxscores","","PHX","PHX @ MIA","01/29/2024","W","240","118","46","94","48.9","14","40","35.0","12","17","70.6","10","37","47","30","8","8","8","16","13"
"1710880555-662","https://www.nba.com/stats/teams/boxscores","","MEM","MEM vs. SAC","01/29/2024","L","240","94","30","80","37.5","13","36","36.1","21","28","75.0","9","28","37","22","11","1","14","16","-9"
"1710880555-663","https://www.nba.com/stats/teams/boxscores","","SAC","SAC @ MEM","01/29/2024","W","240","103","43","84","51.2","11","38","28.9","6","10","60.0","11","40","51","24","10","1","19","17","9"
"1710880555-664","https://www.nba.com/stats/teams/boxscores","","OKC","OKC vs. MIN","01/29/2024","L","240","101","35","79","44.3","14","35","40.0","17","22","77.3","8","30","38","21","5","7","12","17","-6"
"1710880555-665","https://www.nba.com/stats/teams/boxscores","","MIN","MIN @ OKC","01/29/2024","W","240","107","40","83","48.2","14","29","48.3","13","15","86.7","9","36","45","21","7","2","13","19","6"
"1710880555-666","https://www.nba.com/stats/teams/boxscores","","SAS","SAS vs. WAS","01/29/2024","L","240","113","43","92","46.7","12","30","40.0","15","17","88.2","10","26","36","31","10","7","15","17","-5"
"1710880555-667","https://www.nba.com/stats/teams/boxscores","","WAS","WAS @ SAS","01/29/2024","W","240","118","46","86","53.5","9","25","36.0","17","24","70.8","14","31","45","32","9","8","19","15","5"
"1710880555-668","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. LAL","01/29/2024","W","240","135","52","98","53.1","12","36","33.3","19","25","76.0","14","42","56","36","10","2","15","19","16"
"1710880555-669","https://www.nba.com/stats/teams/boxscores","","LAL","LAL @ HOU","01/29/2024","L","240","119","45","91","49.5","13","35","37.1","16","26","61.5","4","31","35","26","10","6","12","13","-16"
"1710880555-670","https://www.nba.com/stats/teams/boxscores","","DAL","DAL vs. ORL","01/29/2024","W","240","131","43","69","62.3","13","27","48.1","32","43","74.4","3","32","35","27","6","2","15","24","2"
"1710880555-671","https://www.nba.com/stats/teams/boxscores","","CHI","CHI @ POR","01/28/2024","W","240","104","42","90","46.7","8","32","25.0","12","17","70.6","5","35","40","27","7","10","5","19","8"
"1710880555-672","https://www.nba.com/stats/teams/boxscores","","POR","POR vs. CHI","01/28/2024","L","240","96","32","79","40.5","6","33","18.2","26","29","89.7","7","41","48","22","2","5","14","21","-8"
"1710880555-673","https://www.nba.com/stats/teams/boxscores","","PHX","PHX @ ORL","01/28/2024","L","240","98","41","73","56.2","4","14","28.6","12","21","57.1","6","33","39","19","4","5","23","19","-15"
"1710880555-674","https://www.nba.com/stats/teams/boxscores","","ORL","ORL vs. PHX","01/28/2024","W","240","113","41","92","44.6","12","36","33.3","19","26","73.1","11","29","40","30","12","7","10","21","15"
"1710880555-675","https://www.nba.com/stats/teams/boxscores","","TOR","TOR @ ATL","01/28/2024","L","240","125","41","89","46.1","15","31","48.4","28","32","87.5","15","31","46","29","12","3","14","30","-1"
"1710880555-676","https://www.nba.com/stats/teams/boxscores","","ATL","ATL vs. TOR","01/28/2024","W","240","126","44","95","46.3","6","27","22.2","32","40","80.0","20","31","51","27","7","4","14","21","1"
"1710880555-677","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. MEM","01/28/2024","W","240","116","44","90","48.9","13","35","37.1","15","16","93.8","11","33","44","31","8","6","10","26","6"
"1710880555-678","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ IND","01/28/2024","L","240","110","38","82","46.3","11","30","36.7","23","31","74.2","13","32","45","20","5","7","13","20","-6"
"1710880555-679","https://www.nba.com/stats/teams/boxscores","","DET","DET vs. OKC","01/28/2024","W","240","120","47","95","49.5","11","26","42.3","15","19","78.9","15","38","53","27","6","2","9","11","16"
"1710880555-680","https://www.nba.com/stats/teams/boxscores","","OKC","OKC @ DET","01/28/2024","L","240","104","44","92","47.8","8","28","28.6","8","12","66.7","11","32","43","17","7","5","10","18","-16"
"1710880555-681","https://www.nba.com/stats/teams/boxscores","","GSW","GSW vs. LAL","01/27/2024","L","290","144","55","119","46.2","23","58","39.7","11","16","68.8","11","39","50","37","11","3","17","34","-1"
"1710880555-682","https://www.nba.com/stats/teams/boxscores","","LAL","LAL @ GSW","01/27/2024","W","290","145","49","101","48.5","9","27","33.3","38","43","88.4","7","48","55","33","9","5","20","21","1"
"1710880555-683","https://www.nba.com/stats/teams/boxscores","","SAC","SAC @ DAL","01/27/2024","W","240","120","43","80","53.8","11","30","36.7","23","30","76.7","6","33","39","27","4","10","14","20","5"
"1710880555-684","https://www.nba.com/stats/teams/boxscores","","DAL","DAL vs. SAC","01/27/2024","L","240","115","43","98","43.9","16","46","34.8","13","18","72.2","13","30","43","35","7","2","10","24","-5"
"1710880555-685","https://www.nba.com/stats/teams/boxscores","","LAC","LAC @ BOS","01/27/2024","W","240","115","45","102","44.1","10","40","25.0","15","18","83.3","15","43","58","28","8","8","8","20","19"
"1710880555-686","https://www.nba.com/stats/teams/boxscores","","BOS","BOS vs. LAC","01/27/2024","L","240","96","36","100","36.0","10","40","25.0","14","16","87.5","18","34","52","21","2","9","11","13","-19"
"1710880555-687","https://www.nba.com/stats/teams/boxscores","","MIN","MIN @ SAS","01/27/2024","L","240","112","45","79","57.0","14","26","53.8","8","15","53.3","7","25","32","30","9","6","13","13","-1"
"1710880555-688","https://www.nba.com/stats/teams/boxscores","","SAS","SAS vs. MIN","01/27/2024","W","240","113","46","84","54.8","13","30","43.3","8","15","53.3","14","25","39","35","7","7","15","14","1"
"1710880555-689","https://www.nba.com/stats/teams/boxscores","","MIL","MIL vs. NOP","01/27/2024","W","240","141","51","91","56.0","20","45","44.4","19","25","76.0","6","39","45","30","12","0","9","25","24"
"1710880555-690","https://www.nba.com/stats/teams/boxscores","","NOP","NOP @ MIL","01/27/2024","L","240","117","40","85","47.1","9","23","39.1","28","36","77.8","9","34","43","20","5","3","15","17","-24"
"1710880555-691","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ CHA","01/27/2024","W","240","134","52","93","55.9","17","41","41.5","13","17","76.5","15","34","49","38","6","6","14","18","12"
"1710880555-692","https://www.nba.com/stats/teams/boxscores","","CHA","CHA vs. UTA","01/27/2024","L","240","122","47","92","51.1","13","32","40.6","15","21","71.4","9","26","35","35","7","6","10","22","-12"
"1710880555-693","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. HOU","01/27/2024","W","240","106","36","74","48.6","12","34","35.3","22","37","59.5","2","38","40","24","11","6","19","22","2"
"1710880555-694","https://www.nba.com/stats/teams/boxscores","","HOU","HOU @ BKN","01/27/2024","L","240","104","37","94","39.4","10","37","27.0","20","23","87.0","15","40","55","20","6","3","17","29","-2"
"1710880555-695","https://www.nba.com/stats/teams/boxscores","","PHI","PHI @ DEN","01/27/2024","L","240","105","43","81","53.1","6","22","27.3","13","16","81.3","6","33","39","25","5","6","11","29","-6"
"1710880555-696","https://www.nba.com/stats/teams/boxscores","","MIA","MIA @ NYK","01/27/2024","L","240","109","41","88","46.6","14","37","37.8","13","16","81.3","8","30","38","26","6","4","8","18","-16"
"1710880555-697","https://www.nba.com/stats/teams/boxscores","","NYK","NYK vs. MIA","01/27/2024","W","240","125","45","87","51.7","17","33","51.5","18","26","69.2","11","35","46","25","6","3","7","15","16"
"1710880555-698","https://www.nba.com/stats/teams/boxscores","","WAS","WAS @ DET","01/27/2024","W","240","118","45","100","45.0","11","34","32.4","17","21","81.0","16","34","50","26","10","4","10","19","14"
"1710880555-699","https://www.nba.com/stats/teams/boxscores","","DET","DET vs. WAS","01/27/2024","L","240","104","37","85","43.5","9","32","28.1","21","27","77.8","11","34","45","22","2","8","17","20","-14"
"1710880555-700","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. PHI","01/27/2024","W","240","111","37","82","45.1","13","37","35.1","24","38","63.2","13","31","44","25","5","3","8","15","6"
"1710880555-701","https://www.nba.com/stats/teams/boxscores","","NOP","NOP vs. OKC","01/26/2024","L","240","83","32","82","39.0","9","36","25.0","10","14","71.4","8","33","41","24","9","5","20","16","-24"
"1710880555-702","https://www.nba.com/stats/teams/boxscores","","DAL","DAL @ ATL","01/26/2024","W","240","148","51","85","60.0","19","35","54.3","27","32","84.4","6","31","37","28","3","5","13","25","5"
"1710880555-703","https://www.nba.com/stats/teams/boxscores","","ATL","ATL vs. DAL","01/26/2024","L","240","143","51","97","52.6","15","34","44.1","26","30","86.7","12","24","36","32","7","2","7","24","-5"
"1710880555-704","https://www.nba.com/stats/teams/boxscores","","CHA","CHA vs. HOU","01/26/2024","L","240","104","35","85","41.2","9","29","31.0","25","32","78.1","5","27","32","20","6","7","13","25","-34"
"1710880555-705","https://www.nba.com/stats/teams/boxscores","","HOU","HOU @ CHA","01/26/2024","W","240","138","50","89","56.2","13","33","39.4","25","31","80.6","11","42","53","34","7","10","14","20","34"
"1710880555-706","https://www.nba.com/stats/teams/boxscores","","LAC","LAC @ TOR","01/26/2024","W","240","127","48","95","50.5","9","32","28.1","22","24","91.7","12","38","50","29","6","7","11","17","20"
"1710880555-707","https://www.nba.com/stats/teams/boxscores","","TOR","TOR vs. LAC","01/26/2024","L","240","107","44","96","45.8","6","32","18.8","13","22","59.1","15","30","45","26","6","3","11","18","-20"
"1710880555-708","https://www.nba.com/stats/teams/boxscores","","OKC","OKC @ NOP","01/26/2024","W","240","107","42","88","47.7","10","33","30.3","13","14","92.9","6","39","45","22","11","5","13","11","24"
"1710880555-709","https://www.nba.com/stats/teams/boxscores","","PHX","PHX @ IND","01/26/2024","L","240","131","51","89","57.3","13","30","43.3","16","18","88.9","7","31","38","24","8","5","20","17","-2"
"1710880555-710","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. PHX","01/26/2024","W","240","133","58","109","53.2","8","26","30.8","9","15","60.0","21","27","48","34","8","3","13","17","2"
"1710880555-711","https://www.nba.com/stats/teams/boxscores","","MEM","MEM vs. ORL","01/26/2024","W","240","107","42","90","46.7","15","41","36.6","8","13","61.5","9","34","43","30","9","7","14","21","1"
"1710880555-712","https://www.nba.com/stats/teams/boxscores","","ORL","ORL @ MEM","01/26/2024","L","240","106","38","81","46.9","9","34","26.5","21","29","72.4","9","31","40","21","8","4","11","14","-1"
"1710880555-713","https://www.nba.com/stats/teams/boxscores","","MIL","MIL vs. CLE","01/26/2024","L","240","100","35","87","40.2","13","34","38.2","17","24","70.8","12","39","51","21","6","4","18","24","-12"
"1710880555-714","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ MIL","01/26/2024","W","240","112","38","92","41.3","14","36","38.9","22","31","71.0","15","36","51","20","7","8","13","22","12"
"1710880555-715","https://www.nba.com/stats/teams/boxscores","","SAS","SAS vs. POR","01/26/2024","W","240","116","42","92","45.7","10","34","29.4","22","26","84.6","17","42","59","30","12","5","18","11","16"
"1710880555-716","https://www.nba.com/stats/teams/boxscores","","POR","POR @ SAS","01/26/2024","L","240","100","38","90","42.2","10","37","27.0","14","19","73.7","8","29","37","23","11","3","15","20","-16"
"1710880555-717","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ WAS","01/25/2024","W","240","123","50","97","51.5","13","31","41.9","10","12","83.3","13","39","52","34","6","2","16","19","15"
"1710880555-718","https://www.nba.com/stats/teams/boxscores","","WAS","WAS vs. UTA","01/25/2024","L","240","108","43","88","48.9","7","30","23.3","15","20","75.0","5","30","35","33","11","7","11","14","-15"
"1710880555-719","https://www.nba.com/stats/teams/boxscores","","DEN","DEN @ NYK","01/25/2024","L","240","84","34","84","40.5","5","26","19.2","11","13","84.6","13","27","40","20","2","2","19","20","-38"
"1710880555-720","https://www.nba.com/stats/teams/boxscores","","NYK","NYK vs. DEN","01/25/2024","W","240","122","45","85","52.9","15","38","39.5","17","20","85.0","12","32","44","26","12","3","10","14","38"
"1710880555-721","https://www.nba.com/stats/teams/boxscores","","PHI","PHI @ IND","01/25/2024","L","240","122","42","87","48.3","7","29","24.1","31","43","72.1","6","25","31","24","13","6","12","20","-12"
"1710880555-722","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. MIN","01/25/2024","L","240","94","35","77","45.5","10","33","30.3","14","16","87.5","5","27","32","22","7","3","15","15","-2"
"1710880555-723","https://www.nba.com/stats/teams/boxscores","","MIN","MIN @ BKN","01/25/2024","W","240","96","37","75","49.3","10","21","47.6","12","16","75.0","5","33","38","24","6","4","17","17","2"
"1710880555-724","https://www.nba.com/stats/teams/boxscores","","BOS","BOS @ MIA","01/25/2024","W","240","143","51","80","63.8","22","40","55.0","19","20","95.0","6","41","47","36","4","5","11","10","33"
"1710880555-725","https://www.nba.com/stats/teams/boxscores","","MIA","MIA vs. BOS","01/25/2024","L","240","110","42","94","44.7","16","42","38.1","10","13","76.9","11","20","31","25","7","1","5","12","-33"
"1710880555-726","https://www.nba.com/stats/teams/boxscores","","SAC","SAC @ GSW","01/25/2024","W","240","134","48","91","52.7","22","48","45.8","16","19","84.2","8","26","34","33","8","5","10","21","1"
"1710880555-727","https://www.nba.com/stats/teams/boxscores","","GSW","GSW vs. SAC","01/25/2024","L","240","133","48","86","55.8","19","37","51.4","18","23","78.3","6","27","33","30","7","3","13","19","-1"
"1710880555-728","https://www.nba.com/stats/teams/boxscores","","LAL","LAL vs. CHI","01/25/2024","W","240","141","53","87","60.9","20","31","64.5","15","20","75.0","5","25","30","35","10","4","14","21","9"
"1710880555-729","https://www.nba.com/stats/teams/boxscores","","CHI","CHI @ LAL","01/25/2024","L","240","132","47","88","53.4","12","37","32.4","26","29","89.7","12","27","39","27","7","6","17","18","-9"
"1710880555-730","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. PHI","01/25/2024","W","240","134","53","93","57.0","12","28","42.9","16","21","76.2","12","43","55","35","6","8","21","33","12"
"1710880555-731","https://www.nba.com/stats/teams/boxscores","","WAS","WAS vs. MIN","01/24/2024","L","240","107","37","77","48.1","10","24","41.7","23","29","79.3","7","42","49","31","2","3","21","22","-11"
"1710880555-732","https://www.nba.com/stats/teams/boxscores","","MIN","MIN @ WAS","01/24/2024","W","240","118","42","100","42.0","9","32","28.1","25","29","86.2","15","33","48","26","8","7","7","22","11"
"1710880555-733","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ MIA","01/24/2024","W","240","105","36","80","45.0","17","36","47.2","16","19","84.2","7","37","44","30","8","6","18","19","9"
"1710880555-734","https://www.nba.com/stats/teams/boxscores","","MIA","MIA vs. MEM","01/24/2024","L","240","96","33","82","40.2","11","34","32.4","19","25","76.0","11","33","44","21","9","9","17","17","-9"
"1710880555-735","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ MIL","01/24/2024","L","240","116","46","91","50.5","13","38","34.2","11","15","73.3","6","33","39","26","5","2","13","18","-10"
"1710880555-736","https://www.nba.com/stats/teams/boxscores","","POR","POR @ HOU","01/24/2024","W","265","137","50","98","51.0","15","35","42.9","22","24","91.7","13","35","48","31","6","4","12","18","6"
